  
       XFOIL         Version 6.99
  
 Calculated polar for: SC1095                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -8.000  -0.8108   0.01168   0.00320  -0.0147   1.0000   0.0166   1.0000 113.5806
  -7.000  -0.7019   0.01036   0.00252  -0.0145   1.0000   0.0339   1.0000 117.5682
  -6.000  -0.5966   0.00923   0.00190  -0.0134   1.0000   0.0525   1.0000 120.2889
  -5.000  -0.4763   0.00852   0.00166  -0.0155   0.9950   0.0805   1.7475 123.3429
  -4.000  -0.3447   0.00801   0.00145  -0.0194   0.9706   0.0977   4.4736 124.9506
  -3.000  -0.2427   0.00750   0.00117  -0.0164   0.9287   0.1167   8.4245 126.6189
  -2.000  -0.1348   0.00685   0.00085  -0.0149   0.8843   0.1860  12.1283 132.4933
   0.000   0.0849   0.00507   0.00050  -0.0138   0.6860   0.7454  28.4341 178.4315
   1.000   0.1936   0.00563   0.00064  -0.0127   0.4747   0.8690  45.8474 188.5340
   2.000   0.2926   0.00634   0.00087  -0.0092   0.3269   0.9564  58.0211 195.9750
   3.000   0.4201   0.00705   0.00100  -0.0123   0.2169   0.9975  67.1890 200.6155
   4.000   0.5311   0.00790   0.00128  -0.0125   0.1446   1.0000  73.3779 201.0000
   5.000   0.6427   0.00869   0.00164  -0.0127   0.1116   1.0000  76.3007 201.0000
   6.000   0.7545   0.00959   0.00212  -0.0129   0.0923   1.0000  78.1113 201.0000
   7.000   0.8656   0.01047   0.00262  -0.0130   0.0792   1.0000  79.4079 201.0000
   8.000   0.9750   0.01146   0.00315  -0.0129   0.0676   1.0000  80.6291 201.0000
   9.000   1.0828   0.01251   0.00366  -0.0127   0.0545   1.0000  82.1515 201.0000
  10.000   1.1777   0.01546   0.00544  -0.0111   0.0105   1.0000  91.5095 201.0000
  11.000   1.2696   0.01838   0.00743  -0.0091   0.0076   1.0000  92.9652 201.0000
  12.000   1.3545   0.02152   0.00968  -0.0064   0.0066   1.0000  93.5723 201.0000
  13.000   1.4103   0.02676   0.01351  -0.0012   0.0059   1.0000  94.0080 201.0000
  14.000   1.4315   0.03267   0.01795   0.0063   0.0056   1.0000  94.1807 201.0000
  15.000   1.4077   0.04644   0.02931   0.0045   0.0055   1.0000  94.2973 201.0000
  16.000   1.2874   0.08592   0.06569  -0.0198   0.0056   1.0000  94.1824 201.0000
  17.000   1.1601   0.12562   0.10675  -0.0401   0.0058   1.0000  94.0441 201.0000
  18.000   1.1220   0.15076   0.13693  -0.0537   0.0058   1.0000  94.0623 201.0000
  19.000   1.1102   0.17155   0.16596  -0.0661   0.0057   1.0000  94.1389 201.0000
  20.000   1.1061   0.19173   0.19851  -0.0793   0.0055   1.0000  94.2798 201.0000
