-90.0,150.00,-24.00,-200.00
-80.0,145.00,-54.00,-470.00
-70.0,133.00,-72.00,-645.00
-60.0,114.00,-81.00,-730.00
-50.0,88.00,-85.00,-760.00
-40.0,61.00,-83.00,-760.00
-30.0,45.00,-70.00,-740.00
-25.0,37.58,-52.00,-700.00
-20.0,31.68,-35.00,-630.00
-15.0,27.48,-25.00,-520.00
-10.0,25.06,-13.00,-380.00
-5.0,23.58,-5.00,-230.00
0.0,23.58,1.00,-90.00
5.0,25.08,10.00,10.00
10.0,27.58,20.00,100.00
15.0,31.28,25.00,290.00
20.0,36.58,30.00,450.00
25.0,43.08,34.00,600.00
30.0,51.08,37.00,750.00
40.0,66.00,43.00,810.00
50.0,84.00,48.00,825.00
60.0,110.00,50.00,780.00
70.0,132.00,48.00,650.00
80.0,145.00,39.00,470.00
90.0,150.00,22.00,200.00
