-180.0,0.00000,0.00000
-178.0,0.25667,0.36700
-176.0,0.51330,0.73300
-174.0,0.77000,1.10000
-172.0,0.75500,1.06500
-170.0,0.74000,1.03000
-168.0,0.72500,0.99500
-166.0,0.71000,0.96000
-164.0,0.69500,0.92000
-162.0,0.68000,0.88000
-160.0,0.66500,0.84000
-158.0,0.65000,0.80000
-156.0,0.72500,0.76000
-154.0,0.80000,0.72000
-152.0,0.87500,0.68000
-150.0,0.95000,0.64000
-148.0,0.91750,0.68750
-146.0,0.88500,0.73500
-144.0,0.85250,0.78250
-142.0,0.82000,0.83000
-140.0,0.78750,0.87875
-138.0,0.75500,0.92750
-136.0,0.72250,0.97625
-134.0,0.69000,1.02500
-132.0,0.65750,1.07375
-130.0,0.62500,1.12250
-128.0,0.59250,1.17125
-126.0,0.56000,1.22000
-124.0,0.52750,1.26875
-122.0,0.49500,1.31750
-120.0,0.46250,1.36625
-118.0,0.43000,1.41500
-116.0,0.39750,1.46375
-114.0,0.36500,1.51250
-112.0,0.33250,1.56125
-110.0,0.30000,1.61000
-108.0,0.26750,1.66000
-106.0,0.23500,1.71000
-104.0,0.20250,1.76000
-102.0,0.17000,1.81000
-100.0,0.13750,1.85750
-98.0,0.10500,1.90500
-96.0,0.07250,1.95250
-94.0,0.04000,2.00000
-92.0,0.00750,2.02625
-90.0,-0.02500,2.05250
-88.0,-0.05750,2.07875
-86.0,-0.09000,2.10500
-84.0,-0.12250,2.09875
-82.0,-0.15500,2.09250
-80.0,-0.18750,2.08625
-78.0,-0.22000,2.08000
-76.0,-0.25250,2.05500
-74.0,-0.28500,2.03000
-72.0,-0.31750,2.00500
-70.0,-0.35000,1.98000
-68.0,-0.38250,1.92875
-66.0,-0.41500,1.87750
-64.0,-0.44750,1.82625
-62.0,-0.48000,1.77500
-60.0,-0.51250,1.70125
-58.0,-0.54500,1.62750
-56.0,-0.57750,1.55375
-54.0,-0.61000,1.48000
-52.0,-0.64250,1.40750
-50.0,-0.67500,1.33500
-48.0,-0.70750,1.26250
-46.0,-0.74000,1.19000
-44.0,-0.77250,1.11750
-42.0,-0.80500,1.04500
-40.0,-0.83750,0.97250
-38.0,-0.87000,0.90000
-36.0,-0.90250,0.83250
-34.0,-0.93500,0.76500
-32.0,-0.96750,0.69750
-30.0,-1.00000,0.63000
-28.0,-0.99600,0.56200
-26.0,-0.99200,0.48800
-24.0,-0.99800,0.41700
-22.0,-0.98400,0.34000
-20.0,-0.98000,0.26700
-18.0,-0.97600,0.19500
-16.0,-0.97200,0.12000
-14.0,-1.07000,0.04500
-12.0,-0.72400,0.01800
-10.0,-0.37000,0.01200
-8.0,-0.19000,0.00800
-6.0,-0.39000,0.00775
-4.0,-0.45000,0.00750
-2.0,-0.19000,0.00750
0.0,0.03000,0.00750
2.0,0.24300,0.00800
4.0,0.46000,0.00850
6.0,0.67000,0.00900
8.0,0.89000,0.01100
10.0,1.10000,0.01700
12.0,1.25000,0.02600
14.0,1.10000,0.14500
16.0,0.98000,0.23000
18.0,0.98280,0.29300
20.0,0.98560,0.34500
22.0,0.98840,0.40000
24.0,0.99120,0.45500
26.0,0.99400,0.50700
28.0,0.99700,0.56000
30.0,1.00000,0.63000
32.0,0.96750,0.69750
34.0,0.93500,0.76500
36.0,0.90250,0.83250
38.0,0.87000,0.90000
40.0,0.83750,0.97250
42.0,0.80500,1.04500
44.0,0.77250,1.11750
46.0,0.74000,1.19000
48.0,0.70750,1.26250
50.0,0.67500,1.33500
52.0,0.64250,1.40750
54.0,0.61000,1.48000
56.0,0.57750,1.55375
58.0,0.54500,1.62750
60.0,0.51250,1.70125
62.0,0.48000,1.77500
64.0,0.44750,1.82625
66.0,0.41500,1.87750
68.0,0.38250,1.92875
70.0,0.35000,1.98000
72.0,0.31750,2.00500
74.0,0.28500,2.03000
76.0,0.25250,2.05500
78.0,0.22000,2.08000
80.0,0.18750,2.08625
82.0,0.15500,2.09250
84.0,0.12250,2.09875
86.0,0.09000,2.10500
88.0,0.05750,2.07875
90.0,0.02500,2.05250
92.0,-0.00750,2.02625
94.0,-0.04000,2.00000
96.0,-0.07250,1.95250
98.0,-0.10500,1.90500
100.0,-0.13750,1.85750
102.0,-0.17000,1.81000
104.0,-0.20250,1.76000
106.0,-0.23600,1.71000
108.0,-0.26750,1.66000
110.0,-0.30000,1.61000
112.0,-0.33250,1.56125
114.0,-0.36500,1.51250
116.0,-0.39750,1.46375
118.0,-0.43000,1.41500
120.0,-0.46250,1.36625
122.0,-0.49500,1.31750
124.0,-0.52750,1.26875
126.0,-0.56000,1.22000
128.0,-0.59250,1.17125
130.0,-0.62500,1.12250
132.0,-0.65750,1.07375
134.0,-0.69000,1.02500
136.0,-0.72250,0.97625
138.0,-0.75500,0.92720
140.0,-0.78750,0.87875
142.0,-0.82000,0.83000
144.0,-0.85250,0.78250
146.0,-0.88500,0.73500
148.0,-0.91750,0.68750
150.0,-0.96000,0.64000
152.0,-0.87500,0.68000
154.0,-0.80000,0.72000
156.0,-0.72500,0.76000
158.0,-0.65000,0.80000
160.0,-0.66500,0.84000
162.0,-0.68000,0.88000
164.0,-0.69500,0.92000
166.0,-0.71000,0.96000
168.0,-0.72500,0.99500
170.0,-0.74000,1.03000
172.0,-0.75500,1.06500
174.0,0.77000,1.10000
176.0,0.51330,0.73300
178.0,-0.25667,0.36700
180.0,0.00000,0.00000
