-8.000,-0.7472,0.01096,-0.0281
-7.000,-0.6360,0.00946,-0.0255
-6.000,-0.5209,0.00834,-0.0238
-5.000,-0.4027,0.00750,-0.0229
-4.000,-0.2838,0.00692,-0.0224
-3.000,-0.1644,0.00688,-0.0223
-2.000,-0.0450,0.00708,-0.0225
-1.000,0.0746,0.00715,-0.0227
0.000,0.1941,0.00728,-0.0230
1.000,0.3133,0.00726,-0.0234
5.000,0.7768,0.00678,-0.0219
6.000,0.8969,0.00734,-0.0224
7.000,1.0156,0.00791,-0.0224
8.000,1.1331,0.00857,-0.0223
9.000,1.2494,0.00930,-0.0218
10.000,1.3643,0.01015,-0.0210
11.000,1.4782,0.01100,-0.0200
12.000,1.5889,0.01213,-0.0184
13.000,1.6989,0.01316,-0.0166
14.000,1.8039,0.01454,-0.0141
15.000,1.9019,0.01627,-0.0106
16.000,1.9591,0.02046,-0.0029
17.000,1.9817,0.02535,0.0076
18.000,1.9875,0.03366,0.0124
19.000,1.9489,0.04994,0.0086
20.000,1.7899,0.08656,-0.0105
